Title,URL,Text,Tag,Author,Date
"Obama Administration Cuts Illegitimate Program, Conservatives Complain",https://theobjectivestandard.com/2012/03/obama-administration-cuts-illegitimate-program-conservatives-complain/,"The Obama administration finally found a program it is willing to cut, albeit a tiny one. However, the administration is facing opposition to this reduction by. . . conservatives. As the Washington Times reports, the U.S. government has spent around $2 million per year to facilitate the “adoption” of so-called…","Politics & Rights, Science & Technology",Ari Armstrong,"March 12, 2012"
Kudos to the Colorado Supreme Court for Upholding Concealed Carry On “Public” Campuses,https://theobjectivestandard.com/2012/03/kudos-to-the-colorado-supreme-court-for-upholding-concealed-carry-on-public-campuses/,"Should college students with a permit to carry concealed handguns be legally allowed to carry a gun on campus? On campuses subsidized by taxpayers, they should—subject, of course, to the state’s restrictions on use and trade, prohibition of menacing, and the like. Recently the Colorado Supreme Court correctly overturned the…",Politics & Rights,Ari Armstrong,"March 11, 2012"
Justice Department Unjustly Attacks Apple,https://theobjectivestandard.com/2012/03/justice-department-unjustly-attacks-apple/,"Few things could better illustrate the deep corruption of U.S. law than the Department of Justice’s grotesquely unjust assault on Apple, one of America’s most beloved and most successful companies. What is Apple’s alleged crime? It is contracting voluntarily with willing publishers to sell digital books to willing customers, thereby…",Politics & Rights,Ari Armstrong,"March 11, 2012"
Hope and Help for Africa Rests with Embrace and Example of Rights,https://theobjectivestandard.com/2012/03/hope-and-help-for-africa-rests-with-embrace-and-example-of-rights/,"In less than a week the “Kony 2012” video produced by the California charity Invisible Children racked up over 60 million YouTube views. While the video reminds us what a brutal hellhole much of Africa remains, it attacks the wrong problem and offers the wrong solution. No doubt the subject…",Politics & Rights,Ari Armstrong,"March 10, 2012"
"Temple Grandin, Justly Awarded and Profoundly Inspiring",https://theobjectivestandard.com/2012/03/temple-grandin-justly-awarded-and-profoundly-inspiring/,"“Animal scientist and advocate for people with autism Temple Grandin [was] inducted into the Colorado Women's Hall of Fame,” the AP reports. Grandin, a professor of animal science at Colorado State University, earned fame when Claire Danes portrayed her in the 2010 HBO film Temple Grandin (the DVD of which…",Science & Technology,Ari Armstrong,"March 9, 2012"
Andrew Breitbart’s “So?”—A Great Question and Now a Worthy Charity,https://theobjectivestandard.com/2012/03/andrew-breitbarts-so-a-great-question-and-now-a-worthy-charity/,"[caption id=""attachment_92906"" align=""alignnone"" width=""720""] Image by Gage Skidmore[/caption] The night after Andrew Breitbart died, I watched an episode of Red Eye w/Greg Gutfeld in which Gavin McInnes told a delightful story about Breitbart. In an earlier episode of Red Eye, Gutfeld and McInnes had been mocking the idea of Donald…","Good Living, Philosophy, Politics & Rights",Craig Biddle,"March 9, 2012"
Absurd Bill Sought to Ban “Discrimination” Against Raunchy Biker Attire,https://theobjectivestandard.com/2012/03/absurd-bill-sought-to-ban-discrimination-against-raunchy-biker-attire/,"If you own a fine restaurant, should you be free to require diners to wear a jacket and dress slacks? If you own a night club, should you be able to admit only patrons with fashionable attire? How about if you own a convenience store? Should you be free to…",Politics & Rights,Ari Armstrong,"March 8, 2012"
"Write Us a Song, and That’s Lucky Too",https://theobjectivestandard.com/2012/03/write-us-a-song-and-thats-lucky-too/,"The charming 1964 Disney film Mary Poppins is among the best children’s movies ever produced, in large part because it features some of the best children’s songs ever written. Who can forget “Supercalifragilisticexpialidocious?” Robert B. Sherman, who cowrote memorable songs for the magical nanny and for numerous other Disney films,…",Arts & Culture,Ari Armstrong,"March 7, 2012"
Chevy Volt Powers Down; Who Could Have Guessed?,https://theobjectivestandard.com/2012/03/chevy-volt-powers-down/,"If I were to write a business plan based on manufacturing and selling a product few people wanted, for a price few people were willing to pay, in the midst of the worst recession in at least twenty years, would you invest funds in my venture?  You would if you…","Economics, Science & Technology",Ryan Krause,"March 7, 2012"
Judge Nixes Maryland’s Rights-Violating Handgun Restrictions,https://theobjectivestandard.com/2012/03/judge-nixes-marylands-rights-violating-handgun-restrictions/,"If you have the right to do something, you shouldn’t need to provide the government with a “good and substantial reason” to exercise that right. You shouldn’t need to plead with bureaucrats to publish the book of your choice, marry the consenting spouse of your choice, or pursue the career…",Politics & Rights,Ari Armstrong,"March 6, 2012"
Why the Outrage Over Welfare for Strip Clubs?,https://theobjectivestandard.com/2012/03/why-the-outrage-over-welfare-for-strip-clubs/,"Welfare recipients are spending our money at strip clubs, liquor stores, casinos, and amusement parks. Granted, this is outrageous, but it is not the fundamental injustice at hand. Colorado’s 9News recently published a report detailing unorthodox uses of the state’s welfare system. The station investigated transactions “involving Colorado Quest cards,…",Politics & Rights,Ari Armstrong,"March 5, 2012"
“Hate Crime” Laws are Gateways for Censorship and Statism,https://theobjectivestandard.com/2012/03/hate-crime-laws-are-gateways-for-censorship-and-statism/,"A criminal trial stemming from a 2010 incident that drew national attention began in New Brunswick, NJ on February 24, 2012. The defendant, Dharun Ravi, allegedly spied on his Rutgers college roommate Tyler Clementi with another man via webcam, and subsequently distributed the recordings via Twitter. The prosecution claims that Ravi…",Politics & Rights,Michael A. LaFerrara,"March 5, 2012"
"In Fight for Property Rights, Institute for Justice Tops “Pyramid of Moral Endurance”",https://theobjectivestandard.com/2012/03/in-fight-for-property-rights-institute-for-justice-tops-pyramid-of-moral-endurance/,The Supreme Court slapped the faces of property owners in its 2005 Kelo v. New London decision. As the Institute for Justice (IJ) reviews: Susette Kelo dreamed of owning a home that looked out over the water. She purchased and lovingly restored her little pink house [in a neighborhood of…,Politics & Rights,Ari Armstrong,"March 4, 2012"
Oscar-Winning Hugo Celebrates Creative Genius of Méliès,https://theobjectivestandard.com/2012/03/oscar-winning-hugo-celebrates-creative-genius-of-melies/,"I enjoyed the story of the Oscar-winning film Hugo in its own right, but to me the most interesting aspect of the film is its exploration of the life and work of French film pioneer Georges Méliès. A fictionalized version of Méliès plays a central role in Hugo, and director…",Arts & Culture,Ari Armstrong,"March 4, 2012"
Elizabeth Price Foley: The Implication of the Individual Mandate is Unlimited,https://theobjectivestandard.com/2012/03/elizabeth-price-foley-the-implication-of-the-individual-mandate-is-unlimited/,"In a brief video, constitutional law professor Elizabeth Price Foley discusses the Institute for Justice’s amicus brief, which she co-authored, on the Patient Protection and Affordable Care Act (Obamacare) for the U.S. Supreme Court. Here’s an excerpt: It’s always been the case under Anglo-American law that contracts have to be…","History, Politics & Rights, Science & Technology",Joshua Lipana,"March 3, 2012"
"Bureaucrats Demand You Stop Smoking... and Stop Not Smoking, Too",https://theobjectivestandard.com/2012/03/bureaucrats-demand-you-stop-smoking-and-stop-not-smoking-too/,"Frequent and prolonged use of cigarettes has been conclusively linked to significantly increased risk of cancer, heart disease, and a host of other dangerous and unseemly health problems. Governments have seized on this fact as a license to tax, regulate, and slowly criminalize tobacco. Some argue that government is justified…",Politics & Rights,Ryan Krause,"March 3, 2012"
Limbaugh’s “Slut” Comment Typifies the Wrongs of the Right,https://theobjectivestandard.com/2012/03/limbaughs-slut-comment-typifies-the-wrongs-of-the-right/,"Georgetown law student Sandra Fluke advocated the federal government’s requirement that insurance companies provide “free” birth control, arguing that, without it, women ""struggle financially"" and feel “powerless.” In response, conservative radio host Rush Limbaugh called Fluke a “slut,” the New York Daily News reports. Fluke fired back, saying Limbaugh’s “language…","Politics & Rights, Science & Technology",Ari Armstrong,"March 2, 2012"
"Happy Birthday, Dr. Seuss—And Thanks for My Love of Reading",https://theobjectivestandard.com/2012/03/happy-birthday-dr-seuss-and-thanks-for-my-love-of-reading/,"Theodor Seuss Geisel was born March 2, 1904. He became Dr. Seuss with the publication of his 1937 children’s book, And to Think That I Saw It on Mulberry Street. That’s a great story, as I’ve reviewed, but my favorite will always be Green Eggs and Ham. That’s the book…",Arts & Culture,Ari Armstrong,"March 2, 2012"
Geithner and “Progressives” Favor Expanded Involuntary Servitude,https://theobjectivestandard.com/2012/03/geithner-and-progressives-favor-expanded-involuntary-servitude/,"The Founders did not say that Americans have the “privilege” of life, liberty, and the pursuit of happiness; the Founders recognized that Americans have an inalienable right to those things. Yet Treasury Secretary Tim Geithner claims the federal government should forcibly confiscate more wealth from some citizens, as this is…",Politics & Rights,Ari Armstrong,"March 1, 2012"
Judge Tosses Rights-Violating Cigarette Labels,https://theobjectivestandard.com/2012/03/judge-tosses-rights-violating-cigarette-labels/,"Every adult knows that smoking too many cigarettes can lead to serious health consequences (as can over-consumption of countless other things). Adults, however, have a right to make decisions for themselves, and businessmen have a right to market their products as they see fit, so long as they do not…",Politics & Rights,Ari Armstrong,"March 1, 2012"
Santorum “Throws Up” on Separation of Church and State,https://theobjectivestandard.com/2012/02/santorum-throws-up-on-separation-of-church-and-state/,"Presidential hopeful Rick Santorum condemned the principle of the separation of church and state, as the Boston Globe reports. Last fall Santorum said that he “almost threw up” after reading John F. Kennedy’s 1960 speech endorsing the principle. On Sunday, Santorum elaborated in an interview with ABC’s “This Week”: I…",Philosophy,Ari Armstrong,"February 29, 2012"
Jason Calacanis Nails It,https://theobjectivestandard.com/2012/02/jason-calacanis-nails-it/,"In his latest email to subscribers, Jason Calacanis pondered: Anyone who . . . used Groupon, Farmville, Facebook, Angry Birds or LinkedIn in the first year knew they were good investments and should have been allowed to invest. Only the rich were allowed to invest. How is that fair? It’s…","Economics, Politics & Rights",Daniel Wahl,"February 29, 2012"
“Zombie Mohammed” Case Shows Western Capitulation to Islamist Barbarism,https://theobjectivestandard.com/2012/02/zombie-mohammed-case-shows-western-capitulation-to-islamist-barbarism/,A free society recognizes the right of each person to profess his beliefs—no matter how controversial—so long as he does not physically harm (or threaten) others or their property. The government of a free society stops and criminally charges anyone who forcibly interferes with another’s free expression. But last Halloween…,"Philosophy, Politics & Rights",Ari Armstrong,"February 28, 2012"
Iran Speeding Up Nuclear Work; Solution Remains the Same,https://theobjectivestandard.com/2012/02/iran-speeding-up-nuclear-work-solution-remains-the-same/,"According to the Associated Press, the International Atomic Energy Agency (a branch of the United Nations) said in a confidential report that “Iran has rapidly ramped up production of higher-grade enriched uranium over the last four months.” The AP notes that this “feeds concerns about how quickly the Islamic republic…",Politics & Rights,Joshua Lipana,"February 28, 2012"
"Independent Reasoning, Not Prayer or Groupthink, Guides Fight Against Ravages of MS",https://theobjectivestandard.com/2012/02/independent-reasoning-not-prayer-or-groupthink-guides-fight-against-ravages-of-ms/,"A new class of drugs shows promising signs of reversing the damage of the frightful disease multiple sclerosis (MS), reports Michael Booth for the Denver Post. New drugs including Gilenya and Tysabri are proving increasingly effective in treating the disease. The web page for Tysabri describes the basics of how…",Science & Technology,Ari Armstrong,"February 27, 2012"
Iranian Regime Renews Threat Against Israel; Solution Remains the Same,https://theobjectivestandard.com/2012/02/iranian-regime-renews-threat-against-israel-solution-remains-the-same/,"A senior Israeli official is warning of new attacks by Iran and Hezbollah on Israelis overseas, advising Israelis to be vigilant. The Iranian regime has long expressed its desire to destroy Israel, and continues to sponsor various anti-Israeli terrorist organizations that have murdered Israelis, and aim to murder more. This threat,…",Politics & Rights,Joshua Lipana,"February 27, 2012"
Afghan Riots Indicate Deadly Consequences of Loving Our Enemies,https://theobjectivestandard.com/2012/02/afghan-riots-indicate-deadly-consequences-of-loving-our-enemies/,"“Operation Enduring Freedom.” That’s what the U.S. government called the military action in Afghanistan. In pursuit of that mission, the U.S. government has sacrificed the lives of more than a thousand U.S. troops and spent trillions of dollars (including tens of billions of dollars in aid). The result has been…",Politics & Rights,Ari Armstrong,"February 26, 2012"
Pope Immorally Condemns “Artificial Fertility”,https://theobjectivestandard.com/2012/02/pope-immorally-condemns-artificial-fertility/,"The Pope belies his church’s “pro life” posturing in his recent condemnation of “artificial fertility,” by which he means any medically assisted pregnancy not involving a “conjugal act” between husband and wife. Thus, the AP summarizes, the Pope condemns “sperm or egg donation and methods such as in vitro fertilization.”…","Philosophy, Science & Technology",Ari Armstrong,"February 26, 2012"
Obama’s “Cruel Disregard” for the Sick—and the Well,https://theobjectivestandard.com/2012/02/obamas-cruel-disregard-for-the-sick-and-the-well/,"A recent decision by the 9th U.S. Circuit Court of Appeals made an end-run around an existing ban on compensation for most bone marrow donations. In light of new technology enabling the extraction of bone marrow cells from blood, the court ruled that “marrow cells taken from a donor's blood were…",Science & Technology,Michael A. LaFerrara,"February 25, 2012"
Why Greece’s and America’s Economies Stink,https://theobjectivestandard.com/2012/02/why-greeces-and-americas-economies-stink/,"The Greeks suffer a failing economy largely because of that nation’s bloated redistributionist state, but another contributing factor is the mountain of bureaucratic feces the Greek government piles on entrepreneurs. Alexandra Kassimi reports for Ekathimerini.com: “It took 10 months, a fat bundle of paperwork, countless certificates, long hours of haggling…",Economics,Ari Armstrong,"February 24, 2012"
"Happy Birthday, Steve Jobs—and Thank You",https://theobjectivestandard.com/2012/02/happy-birthday-steve-jobs-and-thank-you/,"Steve Jobs was born on February 24, 1955 and died last fall. In his short life, he revolutionized the world of personal computing, digital animation, music distribution, and portable computing. Today I pay tribute to Jobs by writing these words on my 24-inch iMac running the state-of-the-art Lion operating system,…","Good Living, Science & Technology",Ari Armstrong,"February 24, 2012"
A Rational U.S. Policy Regarding Iran and Saudi Arabia,https://theobjectivestandard.com/2012/02/a-rational-u-s-policy-regarding-iran-and-saudi-arabia/,"Here’s an excerpt from my article “The Iranian and Saudi Regimes Must Go.” This is the kind of speech that a rational, America-loving, rights-respecting candidate for president would deliver, and the kind of policy that Americans should demand from any candidate seeking our votes: . . . Americans (and our…",Politics & Rights,Craig Biddle,"February 23, 2012"
Moral Justice Requires not Shuffling but Eliminating Corporate Taxes,https://theobjectivestandard.com/2012/02/moral-justice-requires-not-shuffling-but-eliminating-corporate-taxes/,"“The Obama administration is proposing to cut the corporate tax rate from 35 percent to 28 percent,” reports the AP. Unfortunately, the plan would not cut net taxes on corporations, as it also involves eliminating some so-called “tax loopholes” through which the government permits some corporations to pay less than…","Economics, Politics & Rights",Ari Armstrong,"February 23, 2012"
"My Interview with Cynthia Farahat, Now in Hebrew",https://theobjectivestandard.com/2012/02/my-interview-with-cynthia-farahat-now-in-hebrew/,"My interview with Cynthia Farahat has been translated to Hebrew by Boaz Arad, a founder of the Israeli Freedom Movement, and founder and publisher of the Israeli magazine and website, Anochi. Boaz sent me a nice note saying, “I would like to tell you that the translation of your excellent…","Announcements, Ayn Rand & Objectivism",Joshua Lipana,"February 22, 2012"
Fear Not “Satan” but Santorum,https://theobjectivestandard.com/2012/02/fear-not-satan-but-santorum/,"What are we to make of a presidential candidate, a man seeking the most powerful position in the world—a position that grants him the ability to sign bills into U.S. law and that places his fingers on U.S. nuclear launch codes—who thinks the problems of our nation are caused by . . . “Satan”?…",Philosophy,Ari Armstrong,"February 22, 2012"
Education “Stimulus” Thwarts Education,https://theobjectivestandard.com/2012/02/education-stimulus-thwarts-education/,"In an extraordinary set of reports for the Denver Post, Jennifer Brown reveals some of the problems not only with the federal government’s “stimulus” spending but also with government financing of education. In her first article of the series, Brown reports that some of the 5,000 “worst schools in America”…",Education & Parenting,Ari Armstrong,"February 21, 2012"
"""If You’re Looking for Brains, Just Stop at Israel""",https://theobjectivestandard.com/2012/02/if-youre-looking-for-brains-just-stop-at-israel/,"If productiveness in the face of difficult obstacles is a virtue, then Israel is indeed a virtuous country. Bloomberg reports that during the last decade, despite two wars (Lebanon in 2006 and Gaza in 2008) and on-going security problems, Israel’s stock exchange had the highest percentage return among twenty-four developed-nation…",Economics,Gideon Reich,"February 21, 2012"
"Government Stimulus: $489,000 to Renovate a Yacht",https://theobjectivestandard.com/2012/02/government-stimulus-to-renovate-a-yacht/,"CBS LA reports that $489,000 of federal taxpayer stimulus money was used to renovate a yacht that gives people ""free"" tours of the Port of Los Angeles. Although, in the age of “stimulus” packages and bailouts, this is not a lot of money, it does illustrate the utter disregard the current…",Politics & Rights,Joshua Lipana,"February 20, 2012"
Washington Guided the Constitutional Convention,https://theobjectivestandard.com/2012/02/washington-guided-the-constitutional-convention/,The greatest monument we can offer to George Washington is to preserve and expand the Blessings of Liberty for which he so valiantly fought.,History,Ari Armstrong,"February 20, 2012"
"Review: Obit, by Jim Sheeler",https://theobjectivestandard.com/2012/02/review-jim-sheeler/,"Joseph Kellard reviews Obit: Inspiring Stories of Ordinary People Who Led Extraordinary Lives, by Jim Sheeler.","Arts & Culture, Reviews",Joseph Kellard,"February 20, 2012"
Review: If I Die in the Service of Science,https://theobjectivestandard.com/2012/02/review-service-of-science/,"Daniel Wahl reviews If I Die in the Service of Science: The Dramatic Stories of Medical Scientists Who Experimented on Themselves, by Jon Franklin and John Sutherland, MD.","Reviews, Science & Technology",Daniel Wahl,"February 20, 2012"
"Review: The Killer of Little Shepherds, by Douglas Starr",https://theobjectivestandard.com/2012/02/review-douglas-starr/,"Daniel Wahl reviews The Killer of Little Shepherds: A True Crime Story and the Birth of Forensic Science, by Douglas Starr.","History, Reviews",Daniel Wahl,"February 20, 2012"
"Review: The Closing of the Muslim Mind, by Robert R. Reilly",https://theobjectivestandard.com/2012/02/review-robert-r-reilly/,"Burgess Laughlin reviews The Closing of the Muslim Mind: How Intellectual Suicide Created the Modern Islamist Crisis, by Robert R. Reilly.","Philosophy, Reviews",Burgess Laughlin,"February 20, 2012"
"Review: Your Brain at Work, by David Rock",https://theobjectivestandard.com/2012/02/review-david-rock/,"Daniel Wahl reviews Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long, by David Rock.","Good Living, Reviews",Daniel Wahl,"February 20, 2012"
Review: Willpower: Rediscovering the Greatest Human Strength,https://theobjectivestandard.com/2012/02/review-willpower/,"Daniel Wahl reviews Willpower: Rediscovering the Greatest Human Strength, by Roy F. Baumeister and John Tierney.","Good Living, Reviews",Daniel Wahl,"February 20, 2012"
"Review: Objective Economics, by M. Northrup Buechner",https://theobjectivestandard.com/2012/02/review-northrup-buechner/,"Richard M. Salsman reviews Objective Economics: How Ayn Rand’s Philosophy Changes Everything About Economics, by M. Northrup Buechner.","Economics, Reviews",Richard M. Salsman,"February 20, 2012"
"Review: Mao’s Great Famine, by Frank Dikötter",https://theobjectivestandard.com/2012/02/review-frank-dikotter/,"Daniel Wahl reviews Mao’s Great Famine: The History of China’s Most Devastating Catastrophe, 1958–1962, by Frank Dikötter.","History, Reviews",Daniel Wahl,"February 20, 2012"
"Review: Treason, by Ann Coulter",https://theobjectivestandard.com/2012/02/review-ann-coulter/,"Joshua Lipana reviews Treason: Liberal Treachery from the Cold War to the War on Terrorism, by Ann Coulter.","History, Reviews",Joshua Lipana,"February 20, 2012"
"Review: The 7 Principles of Zionism, by Dan Illouz",https://theobjectivestandard.com/2012/02/review-dan-illouz/,"Gideon Reich reviews The 7 Principles of Zionism: A Values-Based Approach to Israel Advocacy, by Dan Illouz.","Politics & Rights, Reviews",Gideon Reich,"February 20, 2012"
Review: Eames: The Architect and the Painter,https://theobjectivestandard.com/2012/02/film-eames/,"Earl Parson reviews Eames: The Architect and the Painter, directed by Jason Cohn and Bill Jersey.","Arts & Culture, Reviews",Earl Parson,"February 20, 2012"
Interview with Ellen Kenner and Ed Locke on The Selfish Path to Romance,https://theobjectivestandard.com/2012/02/kenner-locke-romance/,"Drs. Ellen Kenner and Ed Locke discuss their new book The Selfish Path to Romance: How to Love with Passion and Reason, covering ground from how altruism destroys relationships, to why people settle for less-than-ideal partners, to how to ask your lover to experiment sexually.",Good Living,Jason Stotts,"February 20, 2012"
Interview with Boaz Arad on the Israeli Freedom Movement,https://theobjectivestandard.com/2012/02/boaz-arad/,"Boaz Arad, a founder of and spokesman for the Israeli Freedom Movement, discusses the inception, activities, allies, and successes of the Israeli equivalent of the Tea Party movement.",Politics & Rights,Craig Biddle,"February 20, 2012"
Objectivism vs. Kantianism in The Fountainhead,https://theobjectivestandard.com/2012/02/objectivism-kantianism/,"Examines these opposing philosophies in the story, characters, and theme of Ayn Rand’s great novel.",Ayn Rand & Objectivism,Andrew Bernstein,"February 20, 2012"
"Individualism vs. Collectivism: Our Future, Our Choice",https://theobjectivestandard.com/2012/02/individualism-collectivism/,"Surveys the metaphysics, epistemology, ethics, and politics of these two creeds, showing, at each level, that only one of them corresponds to observable reality.",Philosophy,Craig Biddle,"February 20, 2012"
In Memory of John David Lewis,https://theobjectivestandard.com/2012/02/john-david-lewis-3/,"John was an ideal man, and his early death comes as close as anything can to being a metaphysical flaw in the universe.",Philosophy,Craig Biddle,"February 20, 2012"
"Letters and Replies: Abortion, Natural Rights, Hayek",https://theobjectivestandard.com/2012/02/letters-replies-17/,Ari Armstrong and Diana Hsieh answer a letter about abortion rights; Craig Biddle answers a letter from Timothy Sandefur about “natural rights”; Richard Salsman answers a letter about Keynes and Hayek; and athlete Donny Shankle praises TOS.,Politics & Rights,Richard M. Salsman,"February 20, 2012"
"From the Editor, Spring 2012",https://theobjectivestandard.com/2012/02/from-the-editor-25/,Craig Biddle introduces the Spring 2012 issue.,Announcements,Craig Biddle,"February 20, 2012"
Mysticism Claims More Victims,https://theobjectivestandard.com/2012/02/mysticism-claims-more-victims/,"CNN reports two recent atrocities: In central Nepal, a “40-year-old mother of two was burned alive . . .  after she was accused of being a witch.” The woman “was attacked and set on fire by family members and others after a shaman allegedly accused her of casting a spell to make one…",Philosophy,Ari Armstrong,"February 19, 2012"
Obama Admin Seeking to Reestablish Funding for Evil UNESCO,https://theobjectivestandard.com/2012/02/obama-admin-seeking-to-reestablish-funding-for-evil-unesco/,"The Obama administration wants to reestablish funding for the United Nations Educational, Scientific and Cultural Organization (UNESCO). American funding for UNESCO was cut upon UNESCO’s admission of the terrorist organization, Palestinian Liberation Organization (PLO). U.S. law forbids the funding of the United Nations or any of its specialized agencies “which…",Politics & Rights,Joshua Lipana,"February 18, 2012"
Sasha DiGiulian: The Sight of an Achievement,https://theobjectivestandard.com/2012/02/sasha-digiulian-the-sight-of-an-achievement/,"http://player.vimeo.com/video/33306702?title=0&byline=0&portrait=0 Sasha DiGiulian began rock climbing when she was 7 years old. At 18, she made the most difficult ascent by a woman in American climbing history. Now 19, and one of the top climbers in the world, she has deferred her acceptance to Columbia University for a year to…",Arts & Culture,Craig Biddle,"February 18, 2012"
A Note from Peter Huessy on Egypt,https://theobjectivestandard.com/2012/02/a-note-from-peter-huessy-on-egypt/,"I received the following note from Peter Huessy responding to my interview with Cynthia Farahat, in which Mr. Huessy's views on Mubarak was mentioned (click here to read the interview). I’m posting it here with Mr. Huessy’s permission. I am glad to read about Cynthia Farahat and her extraordinary courage. I…",Politics & Rights,Joshua Lipana,"February 17, 2012"
The Problem of Gary Johnson’s Libertarian Affiliation,https://theobjectivestandard.com/2012/02/problem-of-gary-johnsons-libertarian-affiliation/,"Why won’t I support Gary Johnson as a Libertarian even though I might have supported him as a Republican? Last month I argued that “it is impossible to support Johnson as a Libertarian candidate without promoting the Libertarian Party itself,” and that the party promotes moral subjectivism and anarchism. Several…",Politics & Rights,Ari Armstrong,"February 17, 2012"
Government School Steams Parents Over Lunch Controls,https://theobjectivestandard.com/2012/02/government-school-steams-parents-over-lunch-controls/,"How much control should government bureaucrats have over your children? Two days ago, Sara Burrows wrote a story for the Carolina Journal (a publication of the free-market John Locke Foundation) reporting that North Carolina officials deemed a preschool girl’s packed lunch inadequate, so they fed her chicken nuggets instead. That…",Education & Parenting,Ari Armstrong,"February 16, 2012"
Everyone Pays When Birth Control is “Free”,https://theobjectivestandard.com/2012/02/everyone-pays-when-birth-control-is-free/,"In his latest video, Peter Schiff observes that the government has no right to force any employer—no matter his religion—to provide “free” birth control for his employees. He discusses some of the absurdities that may result if the government assumes this right. And, as usual, Schiff points out that economically-illiterate…",Science & Technology,Daniel Wahl,"February 16, 2012"
How the Catholic Church Paved the Way for the Birth Control Mandate,https://theobjectivestandard.com/2012/02/how-the-catholic-church-paved-the-way-for-the-birth-control-mandate/,"Catholics angry at President Obama over the insurance mandate to cover birth control should blame one organization above all others: the Catholic Church. In 1993, the United States Conference of Catholic Bishops, declaring health care “a basic human right,” released a statement calling for government-imposed universal health care, based upon the…","Philosophy, Politics & Rights, Science & Technology",Michael A. LaFerrara,"February 15, 2012"
"‘Keep Your Eyelids Up,’ Dr. Seuss Implores",https://theobjectivestandard.com/2012/02/keep-your-eyelids-up-dr-seuss-implores/,"“Dad always says to me, / ‘Marco, keep your eyelids up / And see what you can see.’” This advice remains as good now as it was in 1937, when it appeared in Dr. Seuss’s first book, And to Think That I Saw It on Mulberry Street. The story is…",Arts & Culture,Ari Armstrong,"February 15, 2012"
Ignore Santorum’s Depraved Prescription: Have Sex for Pleasure this Valentine’s Day,https://theobjectivestandard.com/2012/02/ignore-santorums-depraved-prescription-have-sex-for-pleasure/,"According to Republican Presidential candidate Rick Santorum, using contraception is “not okay” because it is somehow “counter to how things are supposed to be”; sex, according to this would-be leader of the free world, should be “for purposes of procreation,” not “simply [for] pleasure.” (Thanks to blogger Ace of Spades…",Good Living,Ari Armstrong,"February 14, 2012"
Facebook Provides an Enormous Value,https://theobjectivestandard.com/2012/02/facebook-provides-an-enormous-value/,"“Facebook Inc. filed for an initial public offering [IPO] that could value the company at between $75 billion to $100 billion,” reports the Wall Street Journal. The scope of the company is extraordinary: It “had 483 million daily active users on average in December 2011.” People use Facebook because it…","Good Living, Science & Technology",Ari Armstrong,"February 14, 2012"
FDA Shuts Down Farm for... Selling Fresh Milk,https://theobjectivestandard.com/2012/02/fda-shuts-down-farm-for-selling-fresh-milk/,"The Food and Drug Administration (FDA) has shut down an Amish farm for selling fresh, unpasteurized milk, the Washington Times reports. The FDA’s pretext for destroying the business is that fresh, unpasteurized milk is “unsafe.” The fundamental issue here, however, is the inalienable right of farmers and their customers to…",Politics & Rights,Joshua Lipana,"February 14, 2012"
Modern Greeks Destroy ‘Foundations of Justice’,https://theobjectivestandard.com/2012/02/modern-greeks-destroy-foundations-of-justice/,"The Greek riots this past weekend have been sickening. “At least 45 buildings were burned, including one of [Athens’s] oldest cinemas, while dozens of stores and cafes were smashed and looted,” reports the AP. Why are the rioters upset? “More than 100,000 protesters marched to parliament to rally against drastic…","Economics, History, Politics & Rights",Ari Armstrong,"February 13, 2012"
Oil Shale Politics Points to Problems of Federal Land Ownership,https://theobjectivestandard.com/2012/02/oil-shale-politics-points-to-problems-of-federal-land-ownership/,"Why is energy production in the United States subject to so much political oversight? Public News Service reports the latest news about oil shale: “Two competing plans for the development of oil shale in the West are making their way through Washington, D.C.” Both plans involve government-owned lands, and both…","Politics & Rights, Science & Technology",Ari Armstrong,"February 13, 2012"
Should a “homosexual contract” be called something other than marriage?,https://theobjectivestandard.com/2012/02/should-a-homosexual-contract-be-called-something-other-than-marriage/,"Following my recent post, Message to Gov. Christie and His Critics: Gay Marriage is a Moral Right, a reader commented: Government should be out of the marriage business; then all contracts between individuals need not be restricted. However, with government involved as it is, and given all the laws that incentivize…",Politics & Rights,Michael A. LaFerrara,"February 13, 2012"
A Vital Truth for Valentine’s Day: Say’s Law and Romantic Love,https://theobjectivestandard.com/2012/02/a-vital-truth-for-valentines-day/,"The realm of romance, like that of economics, is governed by Say’s Law. Supply constitutes demand. What you make of yourself (supply) is what you have to trade (demand).","Ayn Rand & Objectivism, Economics, Good Living",Craig Biddle,"February 12, 2012"
"As Kodak Exits Camera Business, Remember the Genius of George Eastman",https://theobjectivestandard.com/2012/02/remember-the-genius-of-george-eastman/,"Kodak “will stop making digital cameras, pocket video cameras and digital picture frames,” the AP reports. “The death of Kodak's camera division is the end of an era for photography,” notes Digital Trends. But, whatever Kodak’s current struggles, those will never overshadow the productive genius of George Eastman, founder of…","History, Science & Technology",Ari Armstrong,"February 12, 2012"
